codigo_produto,descricaoproduto,codigo_familia,preco_venda_unitario,custo_produto_unitario
3082604,Luxurious Flooring Cyan #560,CSF ,492.1,209.45
3082605,Practical Flooring Black #899,CSF ,492.1,209.45
3082701,Powerful Flooring Orange #620,CSF ,399.9,167.62
3082704,Durable Flooring Yellow #831,CSF ,399.9,167.62
3082706,Elegant Flooring Red #138,CSF ,399.9,167.62
3082709,Powerful Flooring Brown #750,CSF ,399.9,167.62
3082711,Stylish Flooring Gray #20,CSF ,399.9,167.62
3082713,Elegant Flooring Pink #811,CSF ,399.9,167.62
3082714,Sophisticated Flooring Purple #846,CSF ,399.9,167.62
3082716,Sustainable Flooring Purple #919,CSF ,399.9,167.62
3082718,Practical Flooring Orange #198,CSF ,399.9,167.62
3082721,High-Quality Flooring Red #298,CSF ,399.9,167.62
3082722,Innovative Flooring Magenta #980,CSF ,399.9,167.62
3082723,Comfortable Flooring Red #720,CSF ,399.9,167.62
3082726,Versatile Flooring Navy #415,CSF ,399.9,167.62
3082727,Useful Flooring Magenta #482,CSF ,399.9,167.62
3082728,Useful Flooring Purple #444,CSF ,399.9,167.62
3082729,High-Quality Flooring Silver #169,CSF ,399.9,167.62
3082804,Durable Home Decor Orange #474,CSFC,354.9,167.62
3082805,Beautiful Home Decor Gold #353,CSFC,354.9,167.62
3082808,Comfortable Flooring Navy #629,CSF ,499.9,209.53
3082809,Sustainable Flooring Teal #263,CSF ,499.9,209.53
3082812,Versatile Flooring Purple #99,CSF ,499.9,209.53
3082813,Beautiful Home Decor Lime #212,CSFC,354.9,167.62
3082814,Beautiful Home Decor Green #967,CSFC,354.9,167.62
3082815,Sustainable Home Decor Navy #199,CSFC,354.9,167.62
3082818,Sustainable Home Decor Blue #521,CSFC,354.9,167.62
3083400,Versatile Musical Instruments Orange #160,CS  ,499.9,209.53
3083404,Sustainable Musical Instruments White #779,CS  ,499.9,209.53
3083407,Versatile Musical Instruments Cyan #137,CS  ,499.9,209.53
3083408,High-Quality Musical Instruments Red #443,CS  ,499.9,209.53
3083409,Modern Musical Instruments Gray #443,CS  ,499.9,209.53
3083410,Sustainable Musical Instruments Maroon #528,CS  ,499.9,209.53
3083411,Fun Musical Instruments Orange #101,CS  ,499.9,209.53
3083412,Elegant Musical Instruments Gold #233,CS  ,499.9,209.53
3083413,Sustainable Musical Instruments White #2,CS  ,499.9,209.53
3083416,Useful Musical Instruments Gold #530,CS  ,499.9,209.53
3083419,Delicious Musical Instruments Magenta #915,CS  ,499.9,209.53
3083420,Modern Musical Instruments Pink #893,CS  ,499.9,209.53
3083423,Fun Musical Instruments Cyan #421,CS  ,499.9,209.53
3083500,Sophisticated Musical Instruments Gray #586,CS  ,299.9,167.62
3083502,Powerful Musical Instruments Navy #754,CS  ,299.9,167.62
3083505,Fun Musical Instruments Orange #333,CS  ,299.9,167.62
3083508,Useful Musical Instruments Silver #93,CS  ,399.9,167.62
3083509,Delicious Musical Instruments Pink #862,CS  ,399.9,167.62
3083510,Fun Musical Instruments Gray #246,CS  ,399.9,167.62
3083511,Stylish Musical Instruments White #923,CS  ,399.9,167.62
3083515,Long-Lasting Musical Instruments Gray #772,CS  ,399.9,167.62
3083518,Modern Musical Instruments Red #577,CS  ,399.9,167.62
3083520,Powerful Musical Instruments Teal #442,CS  ,399.9,167.62
3083524,High-Quality Musical Instruments Green #621,CS  ,399.9,167.62
3083525,Innovative Musical Instruments Navy #228,CS  ,399.9,167.62
3083528,High-Quality Musical Instruments Black #507,CS  ,399.9,167.62
3083530,Sophisticated Musical Instruments Olive #3,CS  ,399.9,167.62
3083531,Fun Musical Instruments White #907,CS  ,399.9,167.62
3083532,Stylish Musical Instruments Red #389,CS  ,399.9,167.62
3083600,Comfortable Musical Instruments Maroon #38,CS  ,449.9,188.58
3083601,Delicious Musical Instruments Maroon #661,CS  ,449.9,188.58
3083602,Stylish Musical Instruments Purple #688,CS  ,449.9,188.58
3083605,Sustainable Musical Instruments Black #367,CS  ,449.9,188.58
3083606,Eco-Friendly Musical Instruments Olive #426,CS  ,449.9,188.58
3083607,Powerful Musical Instruments Red #154,CS  ,399.9,188.58
3083612,Modern Musical Instruments Black #898,CS  ,399.9,188.58
3083616,Elegant Musical Instruments Teal #930,CS  ,449.9,188.58
3083617,Stylish Musical Instruments Gray #588,CS  ,449.9,188.58
3083618,Delicious Musical Instruments White #797,CS  ,449.9,188.58
3083619,Practical Musical Instruments Maroon #43,CS  ,449.9,188.58
3083800,Powerful Musical Instruments Silver #115,CS  ,339.9,167.62
3083802,Practical Musical Instruments Cyan #726,CS  ,339.9,167.62
3083803,Durable Musical Instruments Orange #389,CS  ,339.9,167.62
3083805,High-Quality Musical Instruments Brown #912,CS  ,339.9,167.62
3083807,Stylish Musical Instruments Navy #380,CS  ,339.9,167.62
3083809,Eco-Friendly Musical Instruments Lime #378,CS  ,339.9,167.62
3083811,Fun Musical Instruments Gold #367,CS  ,339.9,167.62
3083813,Beautiful Musical Instruments Gray #304,CS  ,339.9,167.62
3083818,Practical Musical Instruments Brown #69,CS  ,339.9,167.62
3083820,Versatile Musical Instruments Gold #746,CS  ,339.9,167.62
3083900,Sustainable Flooring Lime #171,CSF ,615.2,261.82
3083901,Beautiful Flooring Magenta #403,CSF ,615.2,261.82
3083902,Versatile Flooring Orange #493,CSF ,615.2,261.82
3083903,Beautiful Flooring Cyan #102,CSF ,615.2,261.82
3083904,Eco-Friendly Flooring Red #380,CSF ,615.2,261.82
3083905,Versatile Flooring Navy #245,CSF ,615.2,261.82
3083908,Sustainable Flooring Blue #440,CSF ,615.2,261.82
3084000,Sophisticated Flooring Olive #381,CSF ,459.9,218.19
3084002,Luxurious Flooring Orange #132,CSF ,459.9,218.19
3084003,Luxurious Flooring Brown #767,CSF ,459.9,218.19
3084005,Versatile Flooring Maroon #740,CSF ,459.9,218.19
3084007,Sustainable Flooring Green #173,CSF ,512.7,218.19
3084011,Innovative Flooring Cyan #993,CSF ,512.7,218.19
3084016,Fun Flooring Black #425,CSF ,512.7,218.19
3084020,Comfortable Flooring Maroon #42,CSF ,512.7,218.19
3084021,Sophisticated Flooring Green #269,CSF ,512.7,218.19
3084023,Durable Flooring Green #886,CSF ,512.7,218.19
3084100,Sustainable Flooring Orange #515,CSF ,499.5,218.19
3084101,Stylish Flooring Gray #688,CSF ,499.5,218.19
3084102,Durable Flooring Lime #379,CSF ,499.5,218.19
3084108,Innovative Flooring Olive #758,CSF ,499.5,218.19
3084109,Useful Flooring Blue #821,CSF ,499.5,218.19
3084111,Durable Flooring Gray #353,CSF ,499.5,218.19
3084113,Elegant Flooring Blue #954,CSF ,499.5,168
3084117,Powerful Flooring Cyan #706,CSF ,499.5,168
3084118,Delicious Flooring Black #584,CSF ,499.5,218.19
3084120,Elegant Flooring Blue #222,CSF ,499.5,218.19
3084121,Useful Flooring Pink #299,CSF ,499.5,218.19
3084124,Sustainable Flooring Lime #391,CSF ,449.9,218.19
3084125,Elegant Flooring Magenta #398,CSF ,449.9,218.19
3084126,Durable Flooring Blue #989,CSF ,449.9,218.19
3084127,Luxurious Flooring Red #195,CSF ,449.9,218.19
3084128,Fun Flooring Navy #763,CSF ,449.9,218.19
3084129,Stylish Flooring Blue #352,CSF ,449.9,218.19
3084130,High-Quality Flooring Gold #832,CSF ,499.5,218.19
3084134,Powerful Flooring Cyan #26,CSF ,499.5,218.19
3084200,Elegant Flooring Orange #954,CSF ,563.9,240
3084201,Sophisticated Flooring Silver #993,CSF ,563.9,240
3084204,Versatile Flooring Blue #456,CSF ,563.9,240
3084205,Innovative Flooring Black #719,CSF ,563.9,240
3084211,Innovative Flooring Green #754,CSF ,499.9,240
3084212,Powerful Flooring Orange #275,CSF ,499.9,240
3084214,Innovative Flooring Cyan #193,CSF ,499.9,240
3084215,Sustainable Flooring Brown #997,CSF ,499.9,240
3084216,Sophisticated Flooring Pink #244,CSF ,499.9,240
3084217,Modern Flooring Red #90,CSF ,499.9,240
3084219,Useful Flooring Navy #777,CSF ,499.9,240
3084225,Fun Flooring Olive #476,CSF ,499.9,240
3084226,Powerful Flooring Yellow #971,CSF ,499.9,240
3084300,Eco-Friendly Musical Instruments Lime #143,CS  ,615.2,261.82
3084302,Stylish Musical Instruments Black #255,CS  ,615.2,261.82
3084303,High-Quality Musical Instruments Maroon #727,CS  ,615.2,261.82
3084305,Sophisticated Musical Instruments Gray #332,CS  ,615.2,261.82
3084306,Sustainable Musical Instruments Gray #478,CS  ,615.2,261.82
3084309,Useful Musical Instruments Yellow #417,CS  ,491.9,261.82
3084313,Luxurious Musical Instruments Brown #397,CS  ,491.9,261.82
3084323,Comfortable Musical Instruments Olive #529,CS  ,615.2,261.82
3084326,Useful Musical Instruments White #930,CS  ,491.9,261.82
3084409,Luxurious Musical Instruments White #362,CS  ,439.9,187.2
3084411,Modern Musical Instruments Gold #218,CS  ,439.9,240
3084412,Modern Musical Instruments Red #372,CS  ,439.9,240
3084414,Comfortable Musical Instruments Silver #4,CS  ,439.9,240
3084415,Sustainable Musical Instruments Orange #850,CS  ,439.9,240
3086101,Stylish Ebooks Olive #213,CRS ,1393,687.01
3087300,Luxurious Beauty Products Pink #819,CAMF,54.9,48.7
3087304,Long-Lasting Beauty Products Pink #120,CAMF,54.9,48.7
3087305,High-Quality Beauty Products Blue #772,CAMF,54.9,48.7
3087306,Innovative Beauty Products Olive #668,CAMF,69.9,48.7
3087308,Sophisticated Beauty Products Gold #825,CAMF,69.9,48.7
3087310,Comfortable Beauty Products Brown #197,CAMF,69.9,48.7
3087400,Stylish Beauty Products Gold #902,CAMF,114.5,48.7
3087405,Innovative Beauty Products Pink #610,CAMF,114.5,48.7
3087500,Innovative Vehicle Accessories Blue #389,FR  ,111,57.51
3088100,Beautiful Home Appliances Green #631,CC  ,46.8,20.43
3088602,Long-Lasting Pet Food Lime #179,67  ,0.42,0.17
3090100,Eco-Friendly Furniture Lime #431,63  ,252,119.31
3090400,Innovative Outdoor Gear Orange #103,CCOF,174.9,99.9
3090402,Practical Outdoor Gear Orange #130,CCOF,174.9,99.9
3090403,Durable Outdoor Gear Gray #132,CCOF,174.9,99.9
3090404,Beautiful Outdoor Gear Teal #613,CCOF,174.9,109.9
3090405,Long-Lasting Outdoor Gear Red #255,CCOF,174.9,99.9
3090407,Sustainable Outdoor Gear Orange #625,CCOF,174.9,99.9
3090408,Powerful Outdoor Gear Olive #296,CCOF,174.9,109.9
3090409,Practical Outdoor Gear Lime #32,CCOF,174.9,99.9
3090411,Stylish Outdoor Gear Yellow #371,CCOF,174.9,99.9
3091001,Beautiful Beauty Products Gold #218,CAMF,64.9,51.22
3091002,Stylish Beauty Products Navy #385,CAMF,64.9,51.22
3091004,Innovative Beauty Products White #771,CAMF,64.9,51.21
3091005,Practical Beauty Products Olive #662,CAMF,64.9,51.22
3091800,Eco-Friendly Wall Decor Olive #543,CAE ,5469,2669.87
3093104,Sophisticated Outdoor Gear Lime #593,CCOF,149.9,89.9
3093106,Useful Outdoor Gear Blue #710,CCOF,149.9,89.9
3093107,Useful Outdoor Gear Black #409,CCOF,149.9,89.9
3093108,Innovative Outdoor Gear Gold #664,CCOF,149.9,89.9
3093111,Eco-Friendly Outdoor Gear Purple #245,CCOF,149.9,89.9
3095900,Beautiful Clothing Lime #735,CSMC,599.9,349.09
3095904,Durable Clothing Red #413,CSMC,599.9,268.8
3095907,Practical Clothing Gray #607,CSMC,599.9,268.8
3095908,Versatile Clothing Maroon #809,CSMC,599.9,349.1
3095910,Luxurious Clothing Orange #830,CSMC,599.9,268.8
3095911,High-Quality Clothing Blue #573,CSMC,599.9,268.8
3095913,Luxurious Clothing Magenta #114,CSMC,599.9,268.8
3095923,Durable Clothing Gold #630,CSMC,599.9,349.1
3095926,Delicious Clothing White #85,CSMC,599.9,349.09
3095933,Durable Clothing Magenta #516,CSMC,599.9,268.8
3095935,Powerful Clothing Blue #907,CSMC,599.9,268.8
3095936,Practical Clothing Gold #416,CSMC,599.9,268.8
3099700,High-Quality Jewelry Yellow #880,AL  ,198,86.24
3100703,High-Quality Bracelets Brown #56,27  ,316,133.54
3100800,Long-Lasting Bracelets Silver #278,27  ,325,145.39
3100801,Long-Lasting Bracelets Cyan #624,27  ,325,145.39
3100803,Sustainable Bracelets Magenta #660,27  ,325,145.39
3100900,Durable Bracelets White #298,27  ,398,178.56
3100902,High-Quality Bracelets Green #240,27  ,398,178.56
3100903,Stylish Bracelets Black #381,27  ,398,178.56
3101500,High-Quality Automotive Repair Maroon #168,BB  ,422,194.45
3101600,High-Quality Automotive Repair Gold #591,BB  ,464,213.52
3102100,Sophisticated Health and Wellness Green #141,22  ,234.9,108.3
3102400,Sophisticated Hobbies White #855,1   ,24,9.19
3102600,Durable Pet Food Red #104,67  ,2.33,0.9
3103400,Practical Wall Decor Maroon #527,CAE ,8913,4351.33
3103603,Elegant Jewelry Silver #443,69  ,0.25,0.12
3104103,Durable Beauty Products Cyan #2,CAMF,107.9,45.91
3104104,Eco-Friendly Beauty Products Black #561,CAMF,107.9,45.91
3104105,Beautiful Beauty Products Blue #325,CAMF,107.9,45.92
3104107,Practical Beauty Products Olive #827,CAMF,107.9,45.92
3104108,Powerful Beauty Products Silver #648,CAMF,107.9,45.91
3104111,Sustainable Beauty Products Maroon #635,CAMF,107.9,45.91
3104300,Delicious Beauty Products White #224,CAMF,89.9,59.88
3104304,High-Quality Beauty Products Lime #951,CAMF,89.9,59.88
3104309,Useful Beauty Products Black #555,CAMF,89.9,59.88
3104310,Powerful Beauty Products Cyan #745,CAMF,89.9,59.88
3104400,Durable Beauty Products Cyan #99,CAMF,94.9,52.37
3104404,Elegant Beauty Products Olive #842,CAMF,94.9,52.37
3104405,Innovative Beauty Products Magenta #875,CAMF,94.9,52.37
3104501,Long-Lasting Beauty Products Gold #880,CAMF,131.3,55.88
3104503,Practical Beauty Products White #701,CAMF,131.3,55.88
3104504,Comfortable Beauty Products Gray #84,CAMF,131.3,55.88
3104601,Long-Lasting Beauty Products Pink #751,CAMF,123.1,52.37
3104605,Comfortable Beauty Products Yellow #99,CAMF,123.1,52.37
3104608,Eco-Friendly Beauty Products Navy #369,CAMF,123.1,52.37
3104610,Durable Beauty Products Cyan #119,CAMF,123.1,52.37
3104611,Useful Beauty Products Red #911,CAMF,123.1,52.37
3104612,Fun Beauty Products Gray #756,CAMF,123.1,52.37
3105300,Sophisticated Collectibles Cyan #378,SCF ,129.3,59.59
3105302,Elegant Collectibles Gold #993,SCF ,129.3,59.6
3105600,High-Quality Vehicle Accessories Teal #654,FR  ,69.75,41.49
3105601,Durable Vehicle Accessories Orange #690,FR  ,69.75,41.49
3105900,Fun Cleaning Supplies Cyan #734,MSH ,1138.9,607.1
3106100,Sustainable Furniture Yellow #357,63  ,378,169.62
3107600,High-Quality Sports Equipment Black #707,3333,17510,11055.82
3108001,Delicious Collectibles Brown #337,SCF ,112.7,51.93
3108002,Eco-Friendly Collectibles White #481,SCF ,112.7,51.93
3108007,Long-Lasting Collectibles Magenta #556,SCF ,112.7,51.93
3108008,Long-Lasting Collectibles Pink #505,SCF ,112.7,51.93
3108600,Delicious Flooring Gold #754,CSF ,449.9,188.58
3108601,Sustainable Flooring White #785,CSF ,449.9,188.58
3108605,Stylish Flooring Green #701,CSF ,449.9,188.58
3108607,Modern Flooring Lime #326,CSF ,449.9,188.58
3108609,Sophisticated Flooring Brown #864,CSF ,449.9,188.58
3108610,Sophisticated Flooring Pink #47,CSF ,449.9,188.58
3108612,Practical Flooring Silver #103,CSF ,449.9,188.58
3108614,Luxurious Flooring Green #295,CSF ,449.9,188.58
3108616,Stylish Flooring Silver #702,CSF ,449.9,188.58
3108700,Stylish Construction Equipment Red #943,SFS ,280,117.34
3108701,Powerful Construction Equipment Blue #854,SFS ,280,117.34
3108702,Innovative Construction Equipment Navy #719,SFS ,280,117.34
3108704,Sophisticated Construction Equipment Cyan #930,SFS ,280,117.34
3108705,High-Quality Construction Equipment Yellow #934,SFS ,280,117.34
3108707,Beautiful Construction Equipment Black #781,SFS ,280,117.34
3108711,Delicious Construction Equipment Pink #234,SFS ,280,117.34
3108714,Useful Construction Equipment Yellow #576,SFS ,280,117.34
3108715,Comfortable Construction Equipment Teal #382,SFS ,280,117.34
3108800,Fun Musical Instruments Olive #570,CS  ,499.9,209.53
3108801,Versatile Musical Instruments Silver #194,CS  ,499.9,209.53
3108802,Durable Musical Instruments Black #828,CS  ,499.9,209.53
3108810,Fun Musical Instruments Magenta #737,CS  ,499.9,209.53
3108812,Delicious Musical Instruments Yellow #754,CS  ,499.9,209.53
3108813,Sustainable Musical Instruments White #799,CS  ,499.9,209.53
3108814,Eco-Friendly Musical Instruments Gray #951,CS  ,499.9,209.53
3108819,Fun Musical Instruments Green #371,CS  ,499.9,209.53
3108820,Modern Musical Instruments Green #491,CS  ,499.9,209.53
3108904,Eco-Friendly Clothing Blue #211,CSMC,449.9,188.58
3108906,Eco-Friendly Clothing Silver #379,CSMC,449.9,188.58
3108907,Beautiful Clothing Navy #230,CSMC,449.9,188.58
3108909,Powerful Clothing Navy #411,CSMC,449.9,188.58
3108912,Useful Clothing Brown #73,CSMC,449.9,188.58
3109000,Powerful Home Decor Pink #428,CSFC,449.9,188.58
3109100,Useful Home Decor Brown #125,CSFC,429.9,180.2
3109102,Elegant Home Decor Silver #123,CSFC,429.9,180.2
3109103,Innovative Home Decor Silver #500,CSFC,429.9,180.2
3109104,Comfortable Home Decor Purple #384,CSFC,429.9,180.2
3109105,Powerful Home Decor Maroon #783,CSFC,429.9,180.2
3109109,Beautiful Home Decor Navy #384,CSFC,429.9,180.2
3109110,Delicious Home Decor Black #942,CSFC,429.9,180.2
3109113,Comfortable Home Decor Red #990,CSFC,429.9,180.2
3109201,Long-Lasting Home Decor Navy #551,CSFC,399.9,167.62
3109202,Long-Lasting Home Decor Magenta #986,CSFC,399.9,167.62
3109203,Modern Home Decor Magenta #517,CSFC,399.9,167.62
3109205,Long-Lasting Home Decor Blue #616,CSFC,399.9,167.62
3109206,Useful Home Decor Gray #378,CSFC,399.9,167.62
3109301,Beautiful Flooring White #709,CSF ,399.9,167.62
3109302,Fun Flooring Orange #334,CSF ,399.9,167.62
3109304,Luxurious Flooring Green #68,CSF ,399.9,167.62
3109308,Fun Flooring White #141,CSF ,399.9,123.2
3109309,Innovative Flooring Olive #425,CSF ,399.9,123.2
3109311,Stylish Flooring Olive #240,CSF ,399.9,123.2
3109400,Durable Flooring Navy #782,CSF ,599.4,261.82
3109405,Sophisticated Flooring Magenta #554,CSF ,599.4,261.82
3109506,Long-Lasting Flooring Yellow #610,CSF ,499.9,209.53
3109514,Long-Lasting Flooring Lime #615,CSF ,499.9,209.53
3109516,High-Quality Flooring Brown #136,CSF ,499.9,209.53
3109517,Delicious Flooring Purple #317,CSF ,499.9,209.53
3109518,Comfortable Flooring Purple #383,CSF ,499.9,209.53
3109519,Stylish Flooring Brown #456,CSF ,499.9,209.53
3109602,Useful Flooring White #637,CSF ,349.9,146.67
3109603,Versatile Flooring Black #439,CSF ,349.9,146.67
3109606,Useful Flooring Orange #977,CSF ,349.9,146.67
3109608,High-Quality Flooring Red #874,CSF ,349.9,146.67
3109610,Beautiful Flooring Cyan #360,CSF ,349.9,146.67
3109611,Versatile Flooring Brown #213,CSF ,349.9,146.67
3109612,Long-Lasting Flooring Cyan #591,CSF ,349.9,146.67
3109615,Comfortable Flooring Maroon #441,CSF ,349.9,146.67
3109616,Sophisticated Flooring Blue #176,CSF ,349.9,146.67
3109617,Durable Flooring Pink #143,CSF ,349.9,146.67
3109618,Delicious Flooring Teal #622,CSF ,349.9,146.67
3109620,Modern Flooring Cyan #114,CSF ,349.9,146.67
3109621,Luxurious Flooring Green #418,CSF ,349.9,146.67
3109624,Comfortable Flooring Orange #721,CSF ,349.9,146.67
3109626,Useful Flooring Magenta #795,CSF ,349.9,146.67
3109709,Long-Lasting Musical Instruments Blue #912,CS  ,379.9,159.25
3109710,Versatile Musical Instruments Gold #647,CS  ,379.9,159.25
3109713,Luxurious Musical Instruments Silver #640,CS  ,379.9,159.25
3109716,Fun Musical Instruments Magenta #901,CS  ,379.9,159.25
3109720,High-Quality Musical Instruments Blue #757,CS  ,379.9,159.25
3109724,Sophisticated Musical Instruments Silver #672,CS  ,379.9,159.25
3109726,Sophisticated Musical Instruments Red #355,CS  ,379.9,159.25
3109728,Modern Musical Instruments Brown #237,CS  ,379.9,159.25
3109801,Elegant Clothing Magenta #925,CSMC,399.9,167.62
3109803,Stylish Clothing Lime #212,CSMC,399.9,167.62
3109804,High-Quality Clothing Maroon #785,CSMC,399.9,167.62
3109902,Powerful Clothing Teal #370,CSMC,449.9,188.58
3109904,Delicious Clothing Gray #594,CSMC,449.9,188.58
3109905,Powerful Clothing Maroon #556,CSMC,449.9,188.58
3109910,Versatile Clothing Silver #405,CSMC,449.9,188.58
3109911,Beautiful Clothing Olive #747,CSMC,449.9,188.58
